qid	pid	score,pid	query	score
1169288	4679153	15.371334075927734,
619677	1677705	14.400047302246094,
744911	1738803	15.26431655883789,
443497	7204671	14.956405639648438,
535829	735008	14.718890190124512,
304341	735008	14.718890190124512,
857444	4172919	14.338092803955078,
655892	1071021	14.797693252563477,
879143	5983262	14.522318840026855,
429668	2099490	15.912439346313477,
341311	6390933	14.893647193908691,
1042326	3645900	15.408576965332031,
114768	5487179	14.574411392211914,
1138216	2712479	14.943347930908203,
653462	3114336	15.272470474243164,
143930	6081063	14.40667724609375,
944821	5181454	14.85146713256836,
762200	4076299	15.235633850097656,
336155	7357530	13.080686569213867,
279350	1054519	14.576597213745117,
668099	283717	14.213769912719727,
786468	2760260	15.243232727050781,
1034606	4108283	14.692173957824707,
1048057	3124518	15.103134155273438,
434048	683423	14.406842231750488,
1057048	2588364	14.190393447875977,
404922	1333132	15.350318908691406,
410126	8665015	14.87971019744873,
489711	3666107	15.179176330566406,
1042504	5279122	14.817338943481445,
769275	4260731	15.184989929199219,
873069	4582550	14.845017433166504,
1138285	2705991	15.131645202636719,
434630	352794	15.22793960571289,
1148478	1740221	14.868181228637695,
198799	5485397	14.922966003417969,
651996	3176698	14.864456176757812,
461564	1349208	15.075937271118164,
956574	3186742	14.881183624267578,
956483	6105370	14.813827514648438,
969057	5077553	15.24843978881836,
953766	2918918	14.780548095703125,
612370	4409208	14.409789085388184,
914317	4773003	15.472726821899414,
1167288	6587169	15.124902725219727,
583508	2770578	14.55275821685791,
1047683	2625540	14.394535064697266,
321993	353747	15.002925872802734,
468274	6036458	15.719505310058594,
1045530	3381530	14.856945037841797,
923629	4008827	14.680258750915527,
1053339	2449604	15.194612503051758,
650857	1331742	14.894115447998047,
1002188	3568151	14.396645545959473,
1140376	2505316	13.44403076171875,
1000409	5381304	14.351619720458984,
1053650	3871040	13.817431449890137,
664886	6725677	15.7611083984375,
959785	4885403	14.498311996459961,
872913	5361284	15.01175308227539,
968368	5954139	14.122486114501953,
448347	4125164	15.244997024536133,
664720	1448248	14.479778289794922,
1174783	7064871	14.373319625854492,
831752	4728088	14.447394371032715,
1155532	1064636	14.978339195251465,
1033941	3917256	14.596258163452148,
401318	1568969	14.174534797668457,
928883	4845799	14.96381950378418,
89977	5548761	15.161605834960938,
1062344	4077866	14.630513191223145,
594913	5923929	13.9797945022583,
180731	6467690	15.403125762939453,
1046495	4657440	15.312633514404297,
952617	4837287	15.368770599365234,
771732	5103874	14.04786491394043,
1033429	4649431	14.843734741210938,
659255	6436976	14.734176635742188,
4751	6074861	14.475265502929688,
1056054	5405478	13.620528221130371,
341749	3123986	15.099584579467773,
449602	1711287	15.284282684326172,
10881	5994218	15.067817687988281,
903891	2672176	13.17623519897461,
1039063	3995478	15.141639709472656,
1034933	4366095	14.506668090820312,
636629	1686968	13.678449630737305,
583465	1794082	14.378989219665527,
1034543	4467605	14.673921585083008,
883805	6129361	14.437185287475586,
616470	5901573	15.282983779907227,
1178634	5335013	14.0897216796875,
1172160	1809653	13.57490348815918,
982909	4230863	14.822371482849121,
1053824	4410893	14.796903610229492,
402866	2101920	14.844178199768066,
836973	4750890	15.509893417358398,
578254	1044959	15.103691101074219,
594393	3429767	14.708868980407715,
948515	2320634	15.206562042236328,
322880	6589559	15.019241333007812,
1075038	5029780	14.64262866973877,
144523	5764335	14.471611022949219,
900519	2752614	14.733562469482422,
1138840	2649899	13.581859588623047,
537007	1317616	14.8904447555542,
1059621	3519727	14.288834571838379,
1037968	5296044	14.69347858428955,
775992	2373217	13.711212158203125,
1003116	3164572	15.77503776550293,
449777	1249142	14.972092628479004,
923735	3064149	14.816490173339844,
176815	6172791	15.18368911743164,
1054138	5069972	13.952375411987305,
340755	5467396	15.170101165771484,
1001187	3995567	14.765676498413086,
1055754	3630159	14.949724197387695,
1163230	274941	14.840746879577637,
517234	721714	15.445613861083984,
894273	2743088	15.422195434570312,
536464	1374507	14.658146858215332,
748237	6105581	15.084815979003906,
536128	1978179	14.826107025146484,
549707	598406	14.174830436706543,
1045913	5102386	14.820442199707031,
865982	4201191	15.019775390625,
989258	2801427	15.124488830566406,
1035884	5017249	14.527710914611816,
1022825	6124656	14.106844902038574,
537099	1970757	14.591585159301758,
334441	734381	15.15335464477539,
539710	1745402	15.614370346069336,
433906	865507	14.059874534606934,
336289	5523932	14.835237503051758,
831736	3780129	14.45454216003418,
322806	989782	14.960189819335938,
420055	1644849	13.842541694641113,
1030136	3457852	14.442407608032227,
449697	1018859	14.619460105895996,
1032505	3767575	14.736013412475586,
1075210	5950883	15.042078018188477,
1031799	3359665	15.502246856689453,
926895	5104574	14.917322158813477,
334877	4629968	14.6557035446167,
1049308	3612322	15.692178726196289,
1002207	4541687	14.823195457458496,
143515	2478001	15.150177001953125,
1014064	4417108	15.297649383544922,
449810	2964444	15.209636688232422,
849098	3356796	14.262984275817871,
1038960	2637890	14.657210350036621,
1046825	2918870	14.803963661193848,
972630	2642466	13.677425384521484,
892061	2608575	14.82760238647461,
762734	3044779	14.774283409118652,
951409	4365055	14.641828536987305,
597074	2130867	14.025978088378906,
275530	2804327	14.694843292236328,
448670	171070	15.33397102355957,
516077	1381650	14.776151657104492,
1035524	3920449	14.720579147338867,
740853	825245	15.080169677734375,
423790	2070439	14.867754936218262,
1054990	5198826	15.471952438354492,
443117	1602098	14.228270530700684,
2665	6709766	14.442130088806152,
432699	3478940	14.80837631225586,
1029843	4080926	13.45207405090332,
447010	2210813	14.726402282714844,
1053433	4100403	14.890530586242676,
322365	888078	15.524492263793945,
290782	833243	14.374055862426758,
1042809	2972239	14.980982780456543,
1055141	4895844	14.669797897338867,
1030547	4454092	14.52614974975586,
449485	970907	15.49510383605957,
1034098	4420282	14.993277549743652,
406374	6737431	14.138321876525879,
1077125	3972459	15.425178527832031,
835937	2377897	14.484779357910156,
466172	450805	15.226350784301758,
1048166	3491902	15.553607940673828,
959845	4845515	14.140106201171875,
279298	3694634	14.978489875793457,
672450	1533024	15.069442749023438,
336565	3131310	14.697297096252441,
1150071	1585402	15.168804168701172,
442667	1385065	15.113716125488281,
313171	4418232	16.45796775817871,
928777	5196983	14.288894653320312,
540184	1529246	14.566332817077637,
1003205	2363928	15.282718658447266,
169280	5830128	13.518584251403809,
143592	5544480	14.382497787475586,
960770	2918701	15.001670837402344,
921556	3116442	14.329364776611328,
799792	3310763	15.277740478515625,
859199	2891400	14.459062576293945,
1049700	2806343	15.387405395507812,
1053643	2792690	15.009662628173828,
325220	6584932	14.702356338500977,
517243	1129305	15.389654159545898,
450163	1948793	15.389863967895508,
892862	2773616	14.9702787399292,
1029916	4457119	14.492813110351562,
991801	4926068	14.868027687072754,
762431	3124894	15.120540618896484,
429823	226793	15.088098526000977,
617052	6808102	15.299015045166016,
1146917	1881667	14.318053245544434,
972754	5004859	14.319071769714355,
903856	3189400	14.95474910736084,
1038965	3551786	15.398513793945312,
1044270	3798959	14.736358642578125,
340707	5514491	14.320192337036133,
619651	6987646	14.580924034118652,
336896	4328363	14.842992782592773,
214276	3091184	14.468969345092773,
958557	4279315	15.40098762512207,
1144088	2144133	15.648101806640625,
949906	3493591	14.821952819824219,
619531	6822227	15.52138900756836,
334431	5138261	14.49208927154541,
1047278	5022179	14.940996170043945,
900519	2752617	13.589550018310547,
1141742	2371509	15.664249420166016,
1027421	796853	14.699468612670898,
881103	5398651	15.083087921142578,
1031969	3104187	14.924959182739258,
1032252	4381039	14.906462669372559,
1056172	2537179	15.109029769897461,
53718	689705	15.405986785888672,
336169	3468160	15.72161865234375,
619436	6364505	14.794010162353516,
1030050	4899066	15.330995559692383,
539596	1915641	14.644330978393555,
927748	4572216	13.91665267944336,
198924	1213848	14.632691383361816,
1056983	6096224	15.647758483886719,
981616	5032235	14.363351821899414,
1067173	5236403	14.936525344848633,
1140880	2455484	15.148330688476562,
1030453	3292082	15.172908782958984,
671670	407777	14.779214859008789,
1002919	4511123	14.83502197265625,
869440	3620819	15.571468353271484,
856175	2277633	14.744285583496094,
890524	3170616	14.582954406738281,
957933	3977157	15.743738174438477,
1053894	2546691	15.250812530517578,
433258	294262	14.754266738891602,
668157	1307077	14.377798080444336,
942538	2753223	15.854103088378906,
1167190	6671451	15.430032730102539,
272333	2730993	15.07603645324707,
669706	6983034	14.214248657226562,
959635	4025583	14.970906257629395,
927569	5302728	15.502073287963867,
482740	966016	14.847761154174805,
336831	3679893	15.246330261230469,
335372	5558673	14.795117378234863,
464832	1311833	15.030258178710938,
59096	2156356	13.989419937133789,
1073094	2778802	15.873947143554688,
1024261	3250916	15.434791564941406,
300414	6718069	14.810161590576172,
49109	2725683	15.517072677612305,
1139600	2580547	16.001970291137695,
168059	3071666	15.514183044433594,
918602	4895533	15.44003677368164,
157470	2755450	14.052610397338867,
1081232	4831937	14.753150939941406,
449982	537069	14.116679191589355,
1034437	4928167	15.059005737304688,
1024345	3389837	14.097978591918945,
1042893	4433621	15.020702362060547,
161523	6472346	15.027454376220703,
448637	6738112	15.371074676513672,
619630	4708935	15.510400772094727,
637868	6053161	15.447124481201172,
956909	4676559	13.286701202392578,
448441	1438642	14.72755241394043,
1142423	2306108	15.13348388671875,
618798	631603	14.916271209716797,
1030625	3696250	15.615819931030273,
1047678	3432511	15.340648651123047,
1054115	5343786	15.138874053955078,
882100	5345207	14.416504859924316,
1062902	4843780	15.325471878051758,
243913	5760733	14.756563186645508,
292311	2135770	14.632896423339844,
341294	4123803	15.524271011352539,
942963	3084134	14.733406066894531,
213921	765852	15.112251281738281,
520459	6276051	15.237293243408203,
959498	2310001	15.119796752929688,
176918	3189579	14.262481689453125,
1051387	3961541	13.47258472442627,
401486	804476	15.462369918823242,
543718	5137993	14.428156852722168,
1048266	4531376	15.02713394165039,
460454	1910433	14.946578025817871,
92224	1485888	16.2344970703125,
1029646	4048589	15.61990737915039,
1027862	4082674	14.606081008911133,
1036668	3085027	15.565132141113281,
1181445	2555891	15.260059356689453,
78745	6660488	13.702962875366211,
925863	3715995	15.555072784423828,
1055162	5002039	14.848274230957031,
56498	6014897	14.792024612426758,
1036562	3130996	15.151771545410156,
1176416	6915181	15.472394943237305,
295219	2255974	13.949840545654297,
1032338	4160285	14.93789291381836,
94685	5684637	15.604434967041016,
1046863	3346407	15.060312271118164,
1168495	5450292	15.477033615112305,
1176313	6924694	15.257854461669922,
1163242	273490	14.30026912689209,
213172	5995448	15.074657440185547,
1081314	3455828	15.415298461914062,
940801	4212445	14.995460510253906,
977983	2953398	14.30628490447998,
1033208	3621385	14.43549633026123,
337339	4995539	14.593135833740234,
292834	357123	14.868171691894531,
203644	2391495	15.242759704589844,
878403	4747275	14.138861656188965,
1032617	5940867	14.952001571655273,
1059644	2908560	15.52564811706543,
340792	1280076	15.724618911743164,
337326	6416359	15.896591186523438,
1059776	5438336	15.446971893310547,
1055532	3043604	14.381428718566895,
433700	533210	15.338171005249023,
1031859	2395679	14.473297119140625,
569927	1951110	14.75991439819336,
402164	1178017	14.927644729614258,
396049	3237422	15.016559600830078,
293985	3878657	14.372425079345703,
1140409	2501839	13.61557674407959,
1038165	6144322	13.88833236694336,
142156	4197196	14.884389877319336,
1048785	2960824	14.440635681152344,
938115	3594824	13.559616088867188,
83653	3939091	15.207010269165039,
290776	833248	14.445405960083008,
56701	6835438	14.91343879699707,
288173	5594259	14.700267791748047,
449755	2068329	15.503276824951172,
340907	6800940	13.67965316772461,
1030721	2342257	15.339096069335938,
831722	5384946	15.54830551147461,
1032207	2557246	15.055564880371094,
578257	796160	15.12881088256836,
1002181	2326982	15.633560180664062,
961554	4229161	14.625991821289062,
579189	4071033	15.32558822631836,
903879	3808427	13.954242706298828,
610825	1566120	14.131765365600586,
1025396	3923342	14.53690242767334,
10866	1462552	15.232683181762695,
243897	4107657	13.739941596984863,
144126	5869139	15.331722259521484,
423071	1783981	14.549692153930664,
892559	3294017	15.284774780273438,
1053196	6295860	15.237991333007812,
194921	4926930	15.114593505859375,
448795	1735828	15.010208129882812,
540000	1544954	14.944070816040039,
1047200	2568867	14.684832572937012,
1052262	5236611	14.636516571044922,
448794	6113180	15.084455490112305,
1030802	5063041	14.435844421386719,
619027	5522862	14.647449493408203,
1031048	3401514	15.15133285522461,
204085	5416779	14.970603942871094,
494345	5873836	14.64953899383545,
15188	4413271	15.255498886108398,
1161617	453239	14.947216987609863,
194576	6631760	15.089893341064453,
956796	4034951	15.164262771606445,
1149949	1597794	14.961565017700195,
145286	2551325	15.298450469970703,
829134	2779203	14.020678520202637,
1032425	3306723	15.043777465820312,
1002968	3792840	13.75619888305664,
927791	2609038	15.531831741333008,
449398	573960	15.766510009765625,
1168507	5438699	14.642681121826172,
243773	6477349	15.378873825073242,
709994	2998877	14.60893440246582,
1046994	2744953	13.876896858215332,
985698	3529213	15.302406311035156,
450081	6822093	15.480449676513672,
1047954	2723092	13.48044204711914,
969050	3826316	15.17464828491211,
619481	1634875	14.61379623413086,
1010911	5932846	15.170482635498047,
1142427	2305985	14.585700988769531,
578047	7837764	14.798420906066895,
762254	4817722	15.100234985351562,
1033453	3552552	15.061851501464844,
973779	3121769	15.409749984741211,
1004293	4152916	15.466171264648438,
938338	5376547	14.609539985656738,
1143213	2226457	14.922855377197266,
1141221	2421316	15.865877151489258,
433936	7366171	15.548076629638672,
432945	2010604	14.738531112670898,
1054579	2395845	15.01241683959961,
87012	828390	14.908652305603027,
1184074	6184614	15.016958236694336,
275052	6529526	14.49490737915039,
192988	4222321	15.812789916992188,
1002757	3198624	16.035579681396484,
918500	2440583	14.318296432495117,
261721	6456077	14.961553573608398,
1147875	1793882	15.699283599853516,
651102	6086338	15.182394027709961,
337619	3202359	15.020652770996094,
1046420	3030461	14.31234359741211,
322644	6602546	15.035026550292969,
619683	1446828	14.935138702392578,
892431	2681580	15.944719314575195,
665112	699426	16.33151626586914,
940549	3237931	15.468505859375,
1047069	3541251	15.28683853149414,
938326	5964313	15.174560546875,
796096	4354750	15.124746322631836,
1062564	3675221	15.849082946777344,
1054865	4106915	13.675055503845215,
939375	5225278	14.961264610290527,
408567	1360523	14.619752883911133,
1036129	5375051	14.47929859161377,
1138333	2700907	15.055990219116211,
485862	653578	15.039897918701172,
1176596	6898418	15.11505126953125,
1176438	6913039	15.107881546020508,
939739	2560753	15.224559783935547,
417919	2046576	14.742599487304688,
899502	5258610	15.7373046875,
981611	4095438	14.266201972961426,
474073	215923	14.477444648742676,
213300	5487378	15.712459564208984,
985696	3866657	15.005613327026367,
862078	2843664	15.276405334472656,
1080435	4897665	13.515435218811035,
408078	538075	15.094789505004883,
1031613	4923130	15.494529724121094,
432731	1347759	15.867361068725586,
479834	3089232	15.847602844238281,
975214	2544433	15.34027099609375,
458484	435083	14.895626068115234,
1142284	2320122	14.703843116760254,
434083	507245	14.462991714477539,
213443	6355402	15.2855224609375,
939488	6293984	13.636918067932129,
1170729	3280785	14.756729125976562,
1051336	2873624	14.228619575500488,
1047769	4677060	14.378544807434082,
619333	1376154	15.047908782958984,
1053760	5426329	14.890815734863281,
647959	5738637	15.440896987915039,
1037431	2925868	15.156455993652344,
461485	6290734	15.810113906860352,
967269	6299712	15.932453155517578,
185679	135763	14.576118469238281,
940361	5328698	15.132946014404297,
144404	5827348	16.259521484375,
285310	1371716	15.479970932006836,
411024	1502921	15.384296417236328,
144877	3685926	13.925291061401367,
1137292	2799586	15.230125427246094,
1074902	2768757	15.029029846191406,
337652	5742757	13.356508255004883,
1054730	3467534	14.762592315673828,
481270	3980335	14.553253173828125,
1047092	5402153	15.120887756347656,
489873	7035416	15.806377410888672,
881137	4912776	15.60086441040039,
1002944	4696390	14.68416690826416,
387523	6896974	15.601699829101562,
387435	1033950	15.465343475341797,
1153912	1213942	15.669305801391602,
336522	4393384	15.265762329101562,
540116	4774234	15.19412612915039,
405947	426890	15.056692123413086,
954059	2868325	14.586296081542969,
1035241	4569883	15.710868835449219,
1077465	2566139	15.55759048461914,
414895	6255273	15.044214248657227,
1138775	2656733	15.207155227661133,
228108	6574172	15.963085174560547,
762024	4157439	14.73427677154541,
1002847	5192817	15.922975540161133,
1046412	3076252	14.642130851745605,
548962	426416	15.267967224121094,
1046417	3076252	14.642130851745605,
489585	939676	15.710277557373047,
430881	1747686	14.681529998779297,
881122	3408241	14.98670482635498,
442997	6187641	15.611976623535156,
461583	6035474	15.612247467041016,
1038530	2251565	15.133224487304688,
835834	5965576	15.188520431518555,
432569	226071	15.5185546875,
1143154	2232005	15.338579177856445,
93145	8364208	15.689268112182617,
444462	4015197	14.961545944213867,
97508	148940	14.840936660766602,
595717	3745380	14.870185852050781,
335358	4187151	14.596187591552734,
450030	1873399	15.279205322265625,
67277	3763270	15.622474670410156,
900715	2472005	13.825180053710938,
1042484	4250562	15.168811798095703,
1046363	3696323	14.885284423828125,
801070	2347318	15.026187896728516,
337505	5643064	14.988546371459961,
1046954	4660040	15.315410614013672,
336599	3111194	13.383222579956055,
173389	6761279	15.282974243164062,
1177104	6676383	15.37506103515625,
278887	2937662	14.815387725830078,
753158	5507645	14.897064208984375,
1168601	5344757	14.888155937194824,
1139943	2547781	15.715984344482422,
911832	2358605	15.63467025756836,
951406	2851555	14.529370307922363,
1041428	4344781	14.806050300598145,
1043286	3787734	15.182060241699219,
336607	5891893	14.277125358581543,
920182	2779111	14.85505485534668,
198712	6833301	14.663955688476562,
928894	4541605	14.71606731414795,
227030	5691964	14.936774253845215,
474600	1144437	15.642204284667969,
950829	2793150	14.971671104431152,
1175772	6973607	15.324117660522461,
1053949	5236577	15.833404541015625,
871562	4726697	14.980088233947754,
615959	1015730	14.884525299072266,
559084	6232513	14.899913787841797,
1002478	3286030	14.842422485351562,
651196	5917668	15.750911712646484,
971688	3553066	14.678909301757812,
1003013	4419972	15.649805068969727,
453325	6608523	14.791301727294922,
985438	4255113	15.052013397216797,
1168228	5709806	15.255884170532227,
864774	4965061	15.606491088867188,
415556	885196	15.802488327026367,
971718	5187216	15.087444305419922,
1039675	2527590	15.116802215576172,
988474	3543201	15.43465805053711,
313407	1661776	15.656639099121094,
987795	3351767	14.870796203613281,
53713	2481576	15.31871223449707,
1047434	4534644	14.140188217163086,
956904	5097979	14.688957214355469,
213256	843466	16.01093292236328,
619089	4083442	15.089838027954102,
764452	3077040	15.323463439941406,
665216	1838100	15.900745391845703,
722427	3045899	14.266840934753418,
1031046	2699675	15.248115539550781,
412608	1539035	15.746551513671875,
978182	4183992	15.072202682495117,
926286	4524117	15.469402313232422,
941822	1517436	14.873945236206055,
834800	2366112	15.558094024658203,
175456	560056	15.551326751708984,
307661	3410427	15.519630432128906,
1042773	4778316	14.677745819091797,
1055249	5950178	14.916731834411621,
447257	6967901	15.25640869140625,
993569	5118405	15.82673454284668,
1004762	844416	14.87631893157959,
1053899	4383997	14.903063774108887,
1052694	3010850	13.661425590515137,
893122	4258898	14.513836860656738,
834522	4287811	15.51197624206543,
144747	2254249	14.74970531463623,
921475	2992614	15.270750045776367,
200806	1647311	14.485302925109863,
894240	5382343	14.77601432800293,
755271	6207182	16.109651565551758,
1003457	6294690	15.930330276489258,
205291	1326555	14.58011531829834,
744646	4726508	15.7611083984375,
647393	2410117	14.847274780273438,
1054723	3101430	15.290536880493164,
535562	1760147	14.744897842407227,
149619	5847539	16.540369033813477,
795542	5981379	15.096210479736328,
1024675	3703499	14.202937126159668,
1037078	3242715	14.464545249938965,
448385	1777272	15.624433517456055,
1178955	5050551	14.257837295532227,
971745	4948547	15.179468154907227,
144622	6522572	15.524421691894531,
1081118	2200114	15.640630722045898,
938143	3788346	14.92152214050293,
389190	967130	15.215652465820312,
1036045	1156837	14.63248348236084,
924592	3590316	14.958498001098633,
10882	1027499	15.454656600952148,
823678	5129278	15.231727600097656,
619297	3807494	15.700393676757812,
404422	6363739	14.689425468444824,
75252	3596822	15.34814453125,
1140809	2462853	15.385290145874023,
1005936	4645818	14.622285842895508,
115405	987914	14.861787796020508,
981655	3856048	15.823734283447266,
432691	6085792	15.670286178588867,
888698	5109255	15.815616607666016,
290729	88574	14.75798511505127,
423275	3921566	15.099800109863281,
958218	4730857	15.708806991577148,
597267	6883816	14.67129135131836,
969041	4044620	15.940214157104492,
917415	3994714	15.711320877075195,
611269	1050399	15.157413482666016,
280059	2077081	15.66562271118164,
1027242	3196124	15.567989349365234,
917844	4209168	15.479530334472656,
1031515	2485859	15.42204475402832,
876636	2315471	16.12251853942871,
297468	6021589	14.755002975463867,
433166	2217064	14.993274688720703,
959622	4344762	14.946737289428711,
539721	4227622	14.895590782165527,
99261	5893093	14.351348876953125,
430643	6801997	15.601505279541016,
540366	199670	16.170761108398438,
949899	5210905	15.48409652709961,
18009	1124426	15.170690536499023,
1073947	2252105	15.722326278686523,
203382	3341947	13.983003616333008,
1030491	3325077	14.992575645446777,
981000	2594046	15.377180099487305,
446616	4618832	14.994196891784668,
940660	4656059	15.517013549804688,
651419	1773216	14.570068359375,
467924	256127	14.908039093017578,
1039839	4350603	13.876653671264648,
1137460	2783852	15.33279037475586,
193311	5295796	13.648694038391113,
1048257	3487398	14.990119934082031,
618959	4822781	15.144840240478516,
576223	633157	15.519207000732422,
900554	5132962	15.970970153808594,
461399	6895307	15.317346572875977,
1163248	272779	15.414274215698242,
144391	861540	15.68165397644043,
1030041	3620969	15.211578369140625,
547989	3511579	15.37431526184082,
1047197	3440798	14.565445899963379,
1027421	2659488	15.67873764038086,
700935	5428192	15.543214797973633,
1032811	2933235	14.157904624938965,
1027482	5165358	15.418582916259766,
1038469	4849466	15.619190216064453,
633509	1020255	15.70864486694336,
888265	3575326	15.132112503051758,
930106	2737299	15.746688842773438,
926734	3774339	14.584299087524414,
322743	4971693	15.569995880126953,
144365	6459980	15.091669082641602,
985777	4615106	15.017936706542969,
393731	6793896	16.261573791503906,
514092	2703359	14.009786605834961,
1037899	4235232	15.213363647460938,
1046642	3509863	15.007499694824219,
926516	2804241	14.120147705078125,
448356	783266	15.33359146118164,
1018015	3565500	15.008289337158203,
960561	1468340	15.389629364013672,
1029532	424899	15.693937301635742,
912754	2281478	15.591453552246094,
1146398	1927592	15.358909606933594,
420808	4025769	15.587308883666992,
297472	5893764	15.434024810791016,
934726	6126232	15.645315170288086,
1048146	3877522	15.419780731201172,
963301	3931789	15.770940780639648,
56702	6614412	14.630943298339844,
519593	2719121	15.341171264648438,
540699	2924176	14.912188529968262,
336197	6628506	15.35804557800293,
449852	6133844	15.944673538208008,
652033	598554	15.28176498413086,
334952	4439215	15.330314636230469,
433563	3747460	15.726882934570312,
962703	6094161	15.009227752685547,
254541	5790452	14.758313179016113,
1177064	6711820	15.779178619384766,
1137475	2782393	14.571917533874512,
1002131	4713774	15.535423278808594,
1054671	5237019	15.2977294921875,
762451	3367892	15.598970413208008,
948794	4067261	14.563711166381836,
1081493	5380750	15.515604019165039,
1002992	3403474	15.74226188659668,
1052260	2406072	15.239717483520508,
657779	2168629	15.99276351928711,
334500	6647644	15.209400177001953,
583164	6947251	15.299360275268555,
1053803	3512049	15.058635711669922,
1041126	3886244	15.278459548950195,
334703	5489274	14.75416374206543,
338385	5214751	15.479747772216797,
578318	190915	14.154223442077637,
888979	4019874	15.587165832519531,
430531	401335	14.662370681762695,
786712	4697434	14.520533561706543,
145187	894108	15.172212600708008,
836157	2513148	15.184001922607422,
1183016	921363	14.027738571166992,
855752	2794368	14.730474472045898,
1053264	5431649	14.719644546508789,
460222	695663	15.311344146728516,
850040	3724665	14.839794158935547,
1178741	5248209	15.336023330688477,
957280	5418325	14.571563720703125,
855774	2725506	15.439659118652344,
1018943	3035905	15.451166152954102,
330838	716443	15.798601150512695,
81813	3533608	15.680389404296875,
619213	2254497	15.608308792114258,
1027374	3730333	16.192039489746094,
214436	3642947	15.562843322753906,
728085	239534	15.566511154174805,
490804	876277	15.04220199584961,
651465	4522819	14.920180320739746,
871330	6123637	15.466972351074219,
646108	2014007	14.928521156311035,
15085	6569818	13.981836318969727,
335240	1577875	15.040706634521484,
872773	3118447	15.018577575683594,
651746	716391	15.378482818603516,
935407	2831380	14.685075759887695,
293449	6005175	15.90188217163086,
619274	6951636	15.336149215698242,
1055484	3279174	15.626226425170898,
881125	4849635	15.601400375366211,
336406	5132427	15.39572525024414,
1058641	5182992	15.192651748657227,
141088	5469774	14.064260482788086,
1001958	4471258	14.842192649841309,
1032360	3107793	15.089395523071289,
211511	5099576	15.07724380493164,
399286	2419775	15.246484756469727,
1062475	3797104	14.63637924194336,
414912	343699	15.215892791748047,
1036803	6125001	15.257164001464844,
1003410	2392283	15.819662094116211,
564008	4725656	15.36903190612793,
1055097	2912270	15.008049011230469,
900549	5320461	15.372152328491211,
1009470	3402898	14.92909049987793,
334451	5464193	15.593299865722656,
662430	2055380	15.29191780090332,
523254	6717671	15.116708755493164,
540215	123891	15.25283432006836,
448354	2704188	15.43499755859375,
1149912	1602045	14.076948165893555,
503739	664668	15.384124755859375,
934360	2659259	15.080987930297852,
336479	6343240	14.821560859680176,
1039624	5337067	15.279293060302734,
1047322	3049884	14.6281156539917,
1032405	3495092	14.795616149902344,
144358	1869829	15.6492919921875,
334220	6547452	14.026857376098633,
83184	1397995	15.591377258300781,
927475	4781903	15.374839782714844,
1034921	3205485	15.429588317871094,
1001887	4517284	16.06764793395996,
1030651	2892093	14.50958251953125,
1039144	3616661	14.878036499023438,
578367	6821039	15.342071533203125,
619015	1485690	15.503299713134766,
958466	3835875	15.691606521606445,
207929	4391379	14.925902366638184,
387492	5244094	15.613288879394531,
1020851	4850686	15.6826171875,
978910	2386092	15.340461730957031,
1002749	4605147	15.511638641357422,
300671	4329712	15.299365997314453,
1026409	4911420	14.954988479614258,
1137216	2807477	15.457599639892578,
409188	1174466	14.934368133544922,
1047885	4231431	15.277961730957031,
56862	6568374	15.909589767456055,
213543	3941027	15.051889419555664,
959358	5277245	15.629899978637695,
422709	5218659	15.089889526367188,
449494	5611603	15.924518585205078,
4727	5611603	15.924518585205078,
403928	8221711	14.420146942138672,
1081834	3461499	15.889472961425781,
403221	6937248	15.24395751953125,
144234	1981919	13.988395690917969,
619383	359659	14.726604461669922,
3275	3089269	15.546472549438477,
10891	5380844	15.159425735473633,
340974	2955025	15.536205291748047,
959599	3419238	15.691537857055664,
1024928	3705372	15.261137008666992,
823469	5051822	15.015705108642578,
1142433	2210817	15.758594512939453,
1178242	5670753	14.214682579040527,
1056656	4993074	15.252532958984375,
618999	982319	15.774681091308594,
1075184	2723236	16.36881446838379,
340871	7613443	14.738571166992188,
742688	1431141	15.809379577636719,
1047804	4876624	14.932760238647461,
1038471	4423162	15.652311325073242,
74545	458907	15.004941940307617,
541112	1416417	14.282205581665039,
633139	1887507	15.033262252807617,
145432	5957082	15.644489288330078,
837966	3811995	15.556400299072266,
55027	5680114	15.123456954956055,
330030	1378352	15.513341903686523,
598603	1669054	15.742753982543945,
198913	3807022	15.25244140625,
449978	1167709	15.853031158447266,
1056654	3860202	15.883068084716797,
312258	6312152	15.951154708862305,
1038061	5004907	15.085561752319336,
175454	5649650	15.538692474365234,
1141433	2400855	15.165336608886719,
192954	6302466	15.277700424194336,
406307	1481992	15.219951629638672,
322805	6456409	15.548660278320312,
144228	1222415	15.998062133789062,
927474	4845512	15.62338638305664,
880689	5217395	14.508275032043457,
866918	3078249	15.891979217529297,
425302	2111758	15.52566146850586,
957653	4969649	15.673118591308594,
322059	6898475	15.378900527954102,
433174	5975451	16.464391708374023,
939153	2684978	15.167022705078125,
399009	1037477	15.401840209960938,
894325	4265515	15.521602630615234,
448472	1126943	15.056026458740234,
144488	3256162	14.896278381347656,
983294	2528140	15.246463775634766,
1024600	4569641	15.393152236938477,
939760	2730930	14.719539642333984,
940403	3294213	15.101734161376953,
461623	6610986	16.29410743713379,
970188	3949907	16.26093101501465,
213989	4355581	15.238506317138672,
335194	4469731	14.764904022216797,
